From Country,To Country,Year,Jury or Televoting,Points,Source
France,Portugal,1993,J,8,http://datagraver.com/
North Macedonia,Austria,2019,J,0,http://datagraver.com/
Bosnia & Herzegovina,Germany,1994,J,7,http://datagraver.com/
Bosnia & Herzegovina,Denmark,2001,J,0,http://datagraver.com/
Belarus,Sweden,2004,J,4,http://datagraver.com/
Slovenia,Iceland,1996,J,6,http://datagraver.com/
Romania,Israel,2000,J,0,http://datagraver.com/
Bosnia & Herzegovina,Slovenia,2001,J,10,http://datagraver.com/
Croatia,Germany,2011,J,1,http://datagraver.com/
Estonia,Ireland,2018,J,6,http://datagraver.com/
United Kingdom,Russia,2000,J,8,http://datagraver.com/
France,Estonia,2004,J,0,http://datagraver.com/
Hungary,Israel,2009,J,0,http://datagraver.com/
Norway,Belgium,1991,J,0,http://datagraver.com/
Norway,Malta,2007,J,0,http://datagraver.com/
Latvia,Latvia,2001,J,0,http://datagraver.com/
The Netherlands,Denmark,1992,J,0,http://datagraver.com/
Denmark,Denmark,1982,J,0,http://datagraver.com/
France,Sweden,2000,J,1,http://datagraver.com/
The Netherlands,France,1993,J,3,http://datagraver.com/
Russia,Russia,2001,J,0,http://datagraver.com/
Germany,Turkey,1998,J,12,http://datagraver.com/
Iceland,Turkey,2005,J,0,http://datagraver.com/
Malta,The Netherlands,2001,J,0,http://datagraver.com/
Finland,United Kingdom,1984,J,4,http://datagraver.com/
Norway,Lithuania,2011,J,3,http://datagraver.com/
Denmark,Malta,2008,J,4,http://datagraver.com/
Ireland,Greece,2001,J,5,http://datagraver.com/
Iceland,Austria,2003,J,10,http://datagraver.com/
Albania,Greece,2004,J,12,http://datagraver.com/
Slovenia,Israel,1999,J,1,http://datagraver.com/
Belgium,Israel,1998,J,10,http://datagraver.com/
Iceland,Portugal,1986,J,0,http://datagraver.com/
Poland,Portugal,1997,J,0,http://datagraver.com/
Spain,Slovenia,2001,J,2,http://datagraver.com/
Spain,Luxembourg,1988,J,0,http://datagraver.com/
The Netherlands,Bosnia & Herzegovina,1993,J,0,http://datagraver.com/
Ukraine,Ukraine,2010,J,0,http://datagraver.com/
Finland,Croatia,1998,J,3,http://datagraver.com/
Portugal,Israel,2001,J,0,http://datagraver.com/
United Kingdom,Finland,1979,J,0,http://datagraver.com/
Iceland,Israel,2004,J,0,http://datagraver.com/
Ireland,Israel,2006,J,0,http://datagraver.com/
Russia,Switzerland,2019,T,4,http://datagraver.com/
Croatia,Norway,1999,J,7,http://datagraver.com/
Slovenia,Slovenia,1998,J,0,http://datagraver.com/
France,Austria,1989,J,0,http://datagraver.com/
Luxembourg,Norway,1986,J,0,http://datagraver.com/
United Kingdom,Spain,1995,J,8,http://datagraver.com/
Malta,Hungary,1997,J,2,http://datagraver.com/
Luxembourg,Sweden,1990,J,0,http://datagraver.com/
Ireland,Romania,2019,T,0,http://datagraver.com/
Israel,Norway,1995,J,10,http://datagraver.com/
Iceland,Romania,2000,J,0,http://datagraver.com/
Estonia,Lithuania,2004,J,0,http://datagraver.com/
The Netherlands,Portugal,1986,J,0,http://datagraver.com/
Cyprus,Croatia,2008,J,6,http://datagraver.com/
Turkey,The Netherlands,2000,J,3,http://datagraver.com/
Switzerland,Malta,1994,J,6,http://datagraver.com/
Turkey,Norway,1998,J,0,http://datagraver.com/
United Kingdom,Finland,2004,J,0,http://datagraver.com/
Croatia,Finland,2018,J,0,http://datagraver.com/
Germany,F.Y.R. Macedonia,2007,J,0,http://datagraver.com/
Iceland,Croatia,1996,J,5,http://datagraver.com/
France,Germany,1976,J,2,http://datagraver.com/
United Kingdom,Belgium,2017,J,4,http://datagraver.com/
Cyprus,Luxembourg,1985,J,0,http://datagraver.com/
Turkey,Greece,2010,J,3,http://datagraver.com/
Ireland,Ireland,2003,J,0,http://datagraver.com/
Bosnia & Herzegovina,Ireland,2001,J,0,http://datagraver.com/
Slovenia,Finland,2002,J,0,http://datagraver.com/
The Netherlands,The Netherlands,1997,J,0,http://datagraver.com/
Portugal,Israel,2003,J,0,http://datagraver.com/
Estonia,Turkey,1996,J,0,http://datagraver.com/
Portugal,United Kingdom,1995,J,10,http://datagraver.com/
Bosnia & Herzegovina,Denmark,2008,J,0,http://datagraver.com/
Serbia & Montenegro,France,2005,J,0,http://datagraver.com/
Belgium,Malta,1992,J,10,http://datagraver.com/
Poland,France,2006,J,0,http://datagraver.com/
Malta,Greece,1997,J,6,http://datagraver.com/
Denmark,Malta,2004,J,4,http://datagraver.com/
Andorra,Sweden,2006,J,8,http://datagraver.com/
Greece,Sweden,2001,J,0,http://datagraver.com/
France,Cyprus,2005,J,0,http://datagraver.com/
Poland,Finland,2006,J,12,http://datagraver.com/
Estonia,Russia,2000,J,10,http://datagraver.com/
Bosnia & Herzegovina,Norway,2005,J,3,http://datagraver.com/
Sweden,Belgium,1982,J,7,http://datagraver.com/
Germany,Bosnia & Herzegovina,1995,J,0,http://datagraver.com/
United Kingdom,France,1996,J,1,http://datagraver.com/
Germany,Switzerland,2005,J,4,http://datagraver.com/
Belarus,Hungary,2005,J,2,http://datagraver.com/
France,Estonia,2000,J,0,http://datagraver.com/
Austria,Finland,1994,J,0,http://datagraver.com/
Cyprus,Ireland,1994,J,8,http://datagraver.com/
Spain,Russia,1997,J,0,http://datagraver.com/
Norway,France,1999,J,8,http://datagraver.com/
Iceland,Denmark,1990,J,7,http://datagraver.com/
Sweden,Spain,1998,J,0,http://datagraver.com/
Croatia,Austria,1999,J,0,http://datagraver.com/
Denmark,United Kingdom,2002,J,6,http://datagraver.com/
Turkey,Switzerland,1998,J,0,http://datagraver.com/
Switzerland,Germany,2007,J,7,http://datagraver.com/
Estonia,Switzerland,1996,J,0,http://datagraver.com/
France,Austria,1992,J,0,http://datagraver.com/
Croatia,Romania,2002,J,0,http://datagraver.com/
Finland,Romania,1998,J,0,http://datagraver.com/
Germany,Greece,1976,J,0,http://datagraver.com/
Sweden,France,2002,J,8,http://datagraver.com/
Turkey,Croatia,1997,J,0,http://datagraver.com/
Austria,The Netherlands,2003,J,0,http://datagraver.com/
Sweden,Slovenia,2001,J,7,http://datagraver.com/
Denmark,Austria,2002,J,0,http://datagraver.com/
The Netherlands,Austria,2003,J,8,http://datagraver.com/
United Kingdom,Latvia,2002,J,8,http://datagraver.com/
Bulgaria,Portugal,2018,J,0,http://datagraver.com/
Malta,Malta,2003,J,0,http://datagraver.com/
F.Y.R. Macedonia,Poland,1998,J,0,http://datagraver.com/
United Kingdom,Ireland,2003,J,12,http://datagraver.com/
Germany,Ireland,2006,J,0,http://datagraver.com/
Russia,Russia,2014,J,0,http://datagraver.com/
Iceland,Poland,1999,J,0,http://datagraver.com/
Spain,Ukraine,2007,J,7,http://datagraver.com/
Spain,Ireland,1996,J,0,http://datagraver.com/
France,F.Y.R. Macedonia,2006,J,0,http://datagraver.com/
Turkey,Slovakia,1998,J,0,http://datagraver.com/
Belgium,Greece,1991,J,1,http://datagraver.com/
Austria,Greece,1989,J,0,http://datagraver.com/
Austria,Poland,1996,J,4,http://datagraver.com/
Iceland,Germany,1992,J,0,http://datagraver.com/
Switzerland,Estonia,2000,J,0,http://datagraver.com/
Russia,Norway,2000,J,0,http://datagraver.com/
The Netherlands,Israel,2001,J,0,http://datagraver.com/
Portugal,Estonia,2019,T,0,http://datagraver.com/
Sweden,Russia,2008,J,0,http://datagraver.com/
France,Israel,1998,J,12,http://datagraver.com/
Germany,Belgium,1995,J,0,http://datagraver.com/
Estonia,United Kingdom,2001,J,0,http://datagraver.com/
Latvia,Switzerland,2005,J,12,http://datagraver.com/
United Kingdom,Luxembourg,1986,J,8,http://datagraver.com/
Lithuania,Germany,2019,J,5,http://datagraver.com/
Andorra,Norway,2009,J,10,http://datagraver.com/
Ireland,Denmark,1989,J,10,http://datagraver.com/
Austria,Turkey,1993,J,0,http://datagraver.com/
Estonia,Spain,1994,J,0,http://datagraver.com/
Greece,Bosnia & Herzegovina,1994,J,0,http://datagraver.com/
Finland,France,2006,J,0,http://datagraver.com/
Germany,Switzerland,1980,J,10,http://datagraver.com/
France,Sweden,1994,J,0,http://datagraver.com/
The Netherlands,Romania,2003,J,0,http://datagraver.com/
Estonia,Romania,2000,J,0,http://datagraver.com/
Latvia,Denmark,2008,J,7,http://datagraver.com/
Estonia,Malta,1999,J,1,http://datagraver.com/
Lithuania,Germany,1994,J,4,http://datagraver.com/
Portugal,The Netherlands,1997,J,0,http://datagraver.com/
Poland,Finland,1994,J,0,http://datagraver.com/
Ukraine,Norway,2005,J,6,http://datagraver.com/
Spain,France,2000,J,0,http://datagraver.com/
Ireland,Croatia,1999,J,6,http://datagraver.com/
Iceland,France,1996,J,0,http://datagraver.com/
Turkey,Portugal,1997,J,0,http://datagraver.com/
Estonia,Turkey,1998,J,0,http://datagraver.com/
Serbia & Montenegro,United Kingdom,2006,J,0,http://datagraver.com/
Ireland,Cyprus,1996,J,1,http://datagraver.com/
Estonia,Estonia,2000,J,0,http://datagraver.com/
Croatia,Latvia,2004,J,0,http://datagraver.com/
F.Y.R. Macedonia,Slovenia,2002,J,2,http://datagraver.com/
Estonia,Israel,2018,T,1,http://datagraver.com/
Poland,Sweden,2007,J,0,http://datagraver.com/
Portugal,Croatia,1995,J,4,http://datagraver.com/
Croatia,Latvia,2000,J,0,http://datagraver.com/
Iceland,Israel,2005,J,0,http://datagraver.com/
Denmark,Ireland,1987,J,5,http://datagraver.com/
Germany,Spain,2008,J,0,http://datagraver.com/
The Netherlands,Norway,1978,J,0,http://datagraver.com/
Denmark,Norway,2000,J,7,http://datagraver.com/
Israel,Romania,2002,J,8,http://datagraver.com/
Sweden,Finland,1988,J,0,http://datagraver.com/
Portugal,Montenegro,2017,J,0,http://datagraver.com/
Sweden,Iceland,1994,J,8,http://datagraver.com/
The Netherlands,Austria,1996,J,0,http://datagraver.com/
Lithuania,Sweden,2001,J,2,http://datagraver.com/
Norway,United Kingdom,1982,J,6,http://datagraver.com/
Slovenia,Sweden,2001,J,0,http://datagraver.com/
France,Latvia,2001,J,0,http://datagraver.com/
Slovenia,Bosnia & Herzegovina,1993,J,0,http://datagraver.com/
France,Latvia,2000,J,3,http://datagraver.com/
Estonia,Finland,2004,J,7,http://datagraver.com/
Italy,Turkey,1993,J,0,http://datagraver.com/
Portugal,Latvia,2006,J,0,http://datagraver.com/
Turkey,F.Y.R. Macedonia,1998,J,0,http://datagraver.com/
Iceland,F.Y.R. Macedonia,2005,J,0,http://datagraver.com/
Croatia,Turkey,2003,J,10,http://datagraver.com/
Israel,Finland,2004,J,0,http://datagraver.com/
France,Malta,2018,T,0,http://datagraver.com/
Luxembourg,Ireland,1989,J,2,http://datagraver.com/
Lithuania,Ireland,1999,J,12,http://datagraver.com/
Greece,United Kingdom,2002,J,7,http://datagraver.com/
Israel,Spain,1993,J,1,http://datagraver.com/
F.Y.R. Macedonia,Romania,2002,J,12,http://datagraver.com/
France,Finland,2005,J,0,http://datagraver.com/
Sweden,Finland,2005,J,10,http://datagraver.com/
Armenia,Ukraine,2007,J,6,http://datagraver.com/
Cyprus,The Netherlands,2009,J,0,http://datagraver.com/
Poland,Romania,1998,J,0,http://datagraver.com/
Turkey,Croatia,1998,J,4,http://datagraver.com/
Germany,Bosnia & Herzegovina,2009,J,2,http://datagraver.com/
Cyprus,Lithuania,2008,J,0,http://datagraver.com/
Finland,Belarus,2019,T,0,http://datagraver.com/
Ireland,Belgium,1995,J,0,http://datagraver.com/
Malta,United Kingdom,1994,J,0,http://datagraver.com/
Belgium,Switzerland,2005,J,0,http://datagraver.com/
Austria,Belgium,1989,J,0,http://datagraver.com/
Spain,San Marino,2019,J,0,http://datagraver.com/
Romania,Croatia,2006,J,0,http://datagraver.com/
Turkey,The Netherlands,2004,J,0,http://datagraver.com/
Andorra,Ireland,2006,J,0,http://datagraver.com/
France,Iceland,1997,J,0,http://datagraver.com/
Spain,Hungary,1994,J,0,http://datagraver.com/
Turkey,The Netherlands,1998,J,7,http://datagraver.com/
Poland,Croatia,2005,J,2,http://datagraver.com/
Denmark,Estonia,2007,J,0,http://datagraver.com/
Norway,Cyprus,1998,J,0,http://datagraver.com/
Finland,Belgium,1992,J,0,http://datagraver.com/
Finland,United Kingdom,2000,J,0,http://datagraver.com/
F.Y.R. Macedonia,Russia,2000,J,7,http://datagraver.com/
Luxembourg,United Kingdom,1981,J,5,http://datagraver.com/
Norway,United Kingdom,1994,J,2,http://datagraver.com/
Slovenia,United Kingdom,2003,J,0,http://datagraver.com/
Finland,Belgium,2000,J,0,http://datagraver.com/
Greece,Russia,2001,J,5,http://datagraver.com/
The Netherlands,Slovenia,2008,J,0,http://datagraver.com/
Andorra,Norway,2004,J,0,http://datagraver.com/
F.Y.R. Macedonia,Croatia,2005,J,8,http://datagraver.com/
France,The Netherlands,1996,J,10,http://datagraver.com/
The Netherlands,Turkey,1998,J,1,http://datagraver.com/
Israel,Poland,2001,J,0,http://datagraver.com/
Austria,Spain,2002,J,0,http://datagraver.com/
Iceland,The Netherlands,1987,J,0,http://datagraver.com/
Spain,France,1975,J,8,http://datagraver.com/
Sweden,Germany,1992,J,0,http://datagraver.com/
Russia,United Kingdom,2001,J,3,http://datagraver.com/
Ireland,Sweden,1986,J,0,http://datagraver.com/
The Netherlands,Latvia,2005,J,0,http://datagraver.com/
Yugoslavia,Denmark,1988,J,0,http://datagraver.com/
Portugal,Ireland,2006,J,4,http://datagraver.com/
Bosnia & Herzegovina,Greece,2004,J,5,http://datagraver.com/
Norway,Slovenia,2001,J,6,http://datagraver.com/
France,Austria,1995,J,8,http://datagraver.com/
Poland,Poland,1999,J,0,http://datagraver.com/
United Kingdom,Ireland,2006,J,8,http://datagraver.com/
Germany,Belgium,2007,J,0,http://datagraver.com/
Ireland,Malta,1992,J,10,http://datagraver.com/
Belgium,Norway,1999,J,0,http://datagraver.com/
Sweden,Malta,1998,J,6,http://datagraver.com/
France,Malta,1975,J,8,http://datagraver.com/
Switzerland,Estonia,2002,J,0,http://datagraver.com/
Germany,Lithuania,1999,J,0,http://datagraver.com/
Turkey,Ukraine,2004,J,8,http://datagraver.com/
Greece,Greece,2006,J,0,http://datagraver.com/
Malta,Turkey,2000,J,0,http://datagraver.com/
Belgium,Iceland,1991,J,0,http://datagraver.com/
Estonia,Belarus,2019,J,10,http://datagraver.com/
United Kingdom,F.Y.R. Macedonia,2002,J,0,http://datagraver.com/
Ireland,Germany,1995,J,0,http://datagraver.com/
F.Y.R. Macedonia,Armenia,2008,J,1,http://datagraver.com/
F.Y.R. Macedonia,Belgium,2002,J,0,http://datagraver.com/
Bosnia & Herzegovina,Spain,2009,J,0,http://datagraver.com/
Denmark,F.Y.R. Macedonia,2007,J,0,http://datagraver.com/
Lithuania,France,2005,J,0,http://datagraver.com/
Denmark,Switzerland,2004,J,0,http://datagraver.com/
Portugal,Belgium,1991,J,0,http://datagraver.com/
Ireland,Poland,2001,J,0,http://datagraver.com/
F.Y.R. Macedonia,Croatia,2004,J,5,http://datagraver.com/
Greece,Sweden,1996,J,0,http://datagraver.com/
Norway,Sweden,1984,J,10,http://datagraver.com/
Belgium,Austria,2007,J,0,http://datagraver.com/
Denmark,Spain,1980,J,0,http://datagraver.com/
Germany,F.Y.R. Macedonia,2000,J,0,http://datagraver.com/
Ireland,Turkey,2006,J,0,http://datagraver.com/
Latvia,Germany,2000,J,8,http://datagraver.com/
The Netherlands,Israel,1993,J,0,http://datagraver.com/
Spain,Russia,2003,J,6,http://datagraver.com/
Estonia,Lithuania,1999,J,2,http://datagraver.com/
Estonia,Sweden,2003,J,7,http://datagraver.com/
Estonia,United Kingdom,1996,J,2,http://datagraver.com/
France,Spain,1989,J,8,http://datagraver.com/
Norway,Russia,2000,J,8,http://datagraver.com/
Finland,Switzerland,1994,J,0,http://datagraver.com/
Germany,Andorra,2004,J,0,http://datagraver.com/
F.Y.R. Macedonia,Switzerland,2002,J,0,http://datagraver.com/
Sweden,Yugoslavia,1990,J,1,http://datagraver.com/
Slovenia,Russia,1997,J,12,http://datagraver.com/
Sweden,United Kingdom,2002,J,2,http://datagraver.com/
The Netherlands,Sweden,1993,J,0,http://datagraver.com/
Germany,Ireland,1995,J,1,http://datagraver.com/
Turkey,Switzerland,1991,J,2,http://datagraver.com/
Iceland,Turkey,1997,J,7,http://datagraver.com/
The Netherlands,France,1996,J,0,http://datagraver.com/
Ireland,Malta,2004,J,6,http://datagraver.com/
Greece,United Kingdom,1996,J,0,http://datagraver.com/
France,Albania,2009,J,0,http://datagraver.com/
Israel,Ireland,2007,J,0,http://datagraver.com/
United Kingdom,Ireland,1997,J,12,http://datagraver.com/
Ireland,Israel,2005,J,6,http://datagraver.com/
Russia,Greece,1995,J,0,http://datagraver.com/
Portugal,Cyprus,1997,J,3,http://datagraver.com/
Estonia,Croatia,2001,J,0,http://datagraver.com/
Romania,Malta,1994,J,10,http://datagraver.com/
Iceland,Germany,2019,T,0,http://datagraver.com/
Sweden,Denmark,2019,T,10,http://datagraver.com/
Russia,Croatia,2002,J,0,http://datagraver.com/
Moldova,Ireland,2006,J,0,http://datagraver.com/
Ukraine,Romania,2005,J,1,http://datagraver.com/
Denmark,Serbia,2010,J,0,http://datagraver.com/
Lithuania,Germany,1999,J,0,http://datagraver.com/
Italy,Malta,1975,J,0,http://datagraver.com/
Estonia,Romania,1998,J,0,http://datagraver.com/
Romania,Belgium,2003,J,8,http://datagraver.com/
Israel,Bosnia & Herzegovina,2002,J,0,http://datagraver.com/
France,Malta,2003,J,0,http://datagraver.com/
Malta,Slovenia,2019,J,0,http://datagraver.com/
Sweden,The Netherlands,1987,J,0,http://datagraver.com/
Germany,Bulgaria,2007,J,4,http://datagraver.com/
Spain,Ukraine,2006,J,3,http://datagraver.com/
Latvia,Ukraine,2003,J,5,http://datagraver.com/
Sweden,Ireland,2003,J,0,http://datagraver.com/
Spain,The Netherlands,1998,J,4,http://datagraver.com/
Germany,Portugal,1992,J,8,http://datagraver.com/
Norway,Iceland,1995,J,2,http://datagraver.com/
Portugal,United Kingdom,2008,J,0,http://datagraver.com/
Turkey,Iceland,1996,J,0,http://datagraver.com/
Bosnia & Herzegovina,Germany,1997,J,0,http://datagraver.com/
Turkey,Estonia,2000,J,2,http://datagraver.com/
Ireland,Germany,1988,J,6,http://datagraver.com/
Finland,Denmark,2006,J,3,http://datagraver.com/
United Kingdom,Austria,2005,J,0,http://datagraver.com/
Poland,Georgia,2007,J,3,http://datagraver.com/
The Netherlands,Norway,2006,J,0,http://datagraver.com/
Romania,Romania,2000,J,0,http://datagraver.com/
Belarus,Belarus,2019,J,0,http://datagraver.com/
Turkey,Russia,1997,J,0,http://datagraver.com/
Ukraine,Turkey,2005,J,0,http://datagraver.com/
Denmark,Norway,2001,J,0,http://datagraver.com/
Turkey,Cyprus,1991,J,0,http://datagraver.com/
Ireland,Malta,2001,J,0,http://datagraver.com/
Malta,Azerbaijan,2012,J,12,http://datagraver.com/
Israel,Russia,2000,J,10,http://datagraver.com/
Lithuania,F.Y.R. Macedonia,2005,J,0,http://datagraver.com/
Croatia,Germany,1995,J,0,http://datagraver.com/
Germany,Cyprus,1990,J,0,http://datagraver.com/
Latvia,Germany,2002,J,0,http://datagraver.com/
France,Montenegro,2007,J,0,http://datagraver.com/
Norway,Italy,1993,J,0,http://datagraver.com/
Belarus,United Kingdom,2007,J,0,http://datagraver.com/
Slovenia,Germany,2003,J,0,http://datagraver.com/
Cyprus,Finland,1991,J,0,http://datagraver.com/
Cyprus,Bulgaria,2007,J,12,http://datagraver.com/
Portugal,Germany,1992,J,10,http://datagraver.com/
Poland,Malta,1995,J,0,http://datagraver.com/
Croatia,Cyprus,1997,J,4,http://datagraver.com/
Bosnia & Herzegovina,F.Y.R. Macedonia,2005,J,7,http://datagraver.com/
United Kingdom,Ireland,1990,J,10,http://datagraver.com/
Norway,Luxembourg,1987,J,0,http://datagraver.com/
F.Y.R. Macedonia,United Kingdom,2002,J,4,http://datagraver.com/
Israel,Poland,2003,J,0,http://datagraver.com/
Israel,Lithuania,1999,J,3,http://datagraver.com/
Malta,Turkey,2002,J,0,http://datagraver.com/
Slovenia,Finland,2005,J,0,http://datagraver.com/
Belgium,Israel,1987,J,6,http://datagraver.com/
Croatia,Germany,1999,J,3,http://datagraver.com/
United Kingdom,Slovenia,2002,J,6,http://datagraver.com/
Malta,Austria,1995,J,0,http://datagraver.com/
France,Greece,1988,J,7,http://datagraver.com/
Israel,Turkey,1975,J,0,http://datagraver.com/
Latvia,Latvia,2000,J,0,http://datagraver.com/
Finland,Switzerland,1977,J,10,http://datagraver.com/
Hungary,Switzerland,1997,J,0,http://datagraver.com/
Estonia,Greece,2004,J,5,http://datagraver.com/
Latvia,Belgium,2002,J,0,http://datagraver.com/
Spain,Germany,1985,J,10,http://datagraver.com/
Yugoslavia,Cyprus,1991,J,2,http://datagraver.com/
Moldova,Belgium,2006,J,0,http://datagraver.com/
Spain,Iceland,2019,J,0,http://datagraver.com/
The Netherlands,Norway,2007,J,3,http://datagraver.com/
Estonia,Latvia,2002,J,12,http://datagraver.com/
Malta,Croatia,2003,J,0,http://datagraver.com/
Malta,Malta,2000,J,0,http://datagraver.com/
Hungary,Turkey,1997,J,6,http://datagraver.com/
Romania,Austria,2007,J,0,http://datagraver.com/
Norway,Greece,2009,J,0,http://datagraver.com/
Lithuania,France,1999,J,2,http://datagraver.com/
Austria,Croatia,2004,J,8,http://datagraver.com/
Ukraine,United Kingdom,2006,J,0,http://datagraver.com/
